"","Gene","Annotation","Non.unique.Gene.name","sg_change_0","sg_change_1","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"316","group_14996","flavodoxin","",2,21,1.73553719008264,"GROUP_14996 FLAVODOXIN ",FALSE,FALSE,FALSE,0,0
"317","group_7717","NOL1/NOP2/sun family protein","rsmF",2,21,1.73553719008264,"GROUP_7717 NOL1/NOP2/SUN FAMILY PROTEIN RSMF",FALSE,FALSE,FALSE,0,0
"318","group_8099","lichenan-specific phosphotransferase enzyme iia component (pts system lichenan-specific eiia component) (eiia-lic) (eiii-lic)","lacF_1",2,21,1.73553719008264,"GROUP_8099 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC) LACF_1",FALSE,FALSE,FALSE,0,0
"319","hflX","GTP-binding protein HflX","",2,21,1.73553719008264,"HFLX GTP-BINDING PROTEIN HFLX ",FALSE,FALSE,FALSE,0,0
"320","pstB3_1","phosphate ABC transporter ATP-binding protein","",2,21,1.73553719008264,"PSTB3_1 PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"321","rsmF","NOL1/NOP2/sun family protein","",2,21,1.73553719008264,"RSMF NOL1/NOP2/SUN FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"322","udg","UDP-glucose 6-dehydrogenase","",2,21,1.73553719008264,"UDG UDP-GLUCOSE 6-DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"323","xylB","zinc-containing alcohol dehydrogenase","",2,21,1.73553719008264,"XYLB ZINC-CONTAINING ALCOHOL DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"324","yhfQ","iron ABC transporter substrate-binding protein","",2,21,1.73553719008264,"YHFQ IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"325","group_5256","bacteriocin putative","xlyA",3,31,1.70798898071625,"GROUP_5256 BACTERIOCIN PUTATIVE XLYA",FALSE,FALSE,FALSE,0,0
"326","phoP","response regulator","",3,31,1.70798898071625,"PHOP RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"327","group_14719","galactose-6-phosphate isomerase subunit LacA","lacA",4,40,1.65289256198347,"GROUP_14719 GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA LACA",FALSE,FALSE,FALSE,0,0
"328","lacA","galactose-6-phosphate isomerase subunit LacA","",4,40,1.65289256198347,"LACA GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA ",FALSE,FALSE,FALSE,0,0
"329","group_13690","Chromosome partitioning protein parB","",3,30,1.65289256198347,"GROUP_13690 CHROMOSOME PARTITIONING PROTEIN PARB ",FALSE,FALSE,FALSE,0,0
"330","group_4343","caax amino protease family protein","",3,30,1.65289256198347,"GROUP_4343 CAAX AMINO PROTEASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"331","irtA","ABC transporter ATP-binding protein/permease","",3,30,1.65289256198347,"IRTA ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"332","ald_2","alanine dehydrogenase","",2,20,1.65289256198347,"ALD_2 ALANINE DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"333","arcC","carbamate kinase","",2,20,1.65289256198347,"ARCC CARBAMATE KINASE ",FALSE,FALSE,FALSE,0,0
"334","comEA","competence protein","",2,20,1.65289256198347,"COMEA COMPETENCE PROTEIN ",FALSE,FALSE,FALSE,0,0
"335","dpnD","dpnD protein","",2,20,1.65289256198347,"DPND DPND PROTEIN ",FALSE,FALSE,FALSE,0,0
"336","group_10251","ATP-dependent DNA helicase PcrA","pcrA",2,20,1.65289256198347,"GROUP_10251 ATP-DEPENDENT DNA HELICASE PCRA PCRA",FALSE,FALSE,FALSE,0,0
"337","group_10544","ABC transporter ATP-binding protein","macB_2",2,20,1.65289256198347,"GROUP_10544 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_2",FALSE,FALSE,FALSE,0,0
"338","group_10645","response regulator","vraR_1",2,20,1.65289256198347,"GROUP_10645 RESPONSE REGULATOR VRAR_1",FALSE,FALSE,FALSE,0,0
"339","group_11918","TfoX N- domain family protein","",2,20,1.65289256198347,"GROUP_11918 TFOX N- DOMAIN FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"340","group_12592","lactose-specific phosphotransferase EIIA","lacF_2",2,20,1.65289256198347,"GROUP_12592 LACTOSE-SPECIFIC PHOSPHOTRANSFERASE EIIA LACF_2",FALSE,FALSE,FALSE,0,0
"341","group_15624","carbamate kinase","arcC",2,20,1.65289256198347,"GROUP_15624 CARBAMATE KINASE ARCC",FALSE,FALSE,FALSE,0,0
"342","group_2161","choline binding protein","lytB_1",2,20,1.65289256198347,"GROUP_2161 CHOLINE BINDING PROTEIN LYTB_1",FALSE,FALSE,FALSE,0,0
"343","group_2356","aquaporin Z","aqpZ",2,20,1.65289256198347,"GROUP_2356 AQUAPORIN Z AQPZ",FALSE,FALSE,FALSE,0,0
"344","group_2578","ABC-type transport system involved in multi-copper enzyme maturation permease component","",2,20,1.65289256198347,"GROUP_2578 ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"345","group_2579","ABC-type transport system involved in multi-copper enzyme maturation permease component","",2,20,1.65289256198347,"GROUP_2579 ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT ",FALSE,FALSE,FALSE,0,0
"346","group_3893","DNA-binding protein","Int-Tn_2",2,20,1.65289256198347,"GROUP_3893 DNA-BINDING PROTEIN INT-TN_2",FALSE,FALSE,FALSE,0,0
"347","group_4491","alpha-glycerophosphate oxidase","glpO",2,20,1.65289256198347,"GROUP_4491 ALPHA-GLYCEROPHOSPHATE OXIDASE GLPO",FALSE,FALSE,FALSE,0,0
"348","group_6100","protoheme ferro-lyase","hemH",2,20,1.65289256198347,"GROUP_6100 PROTOHEME FERRO-LYASE HEMH",FALSE,FALSE,FALSE,0,0
"349","group_6267","acetyltransferase","",2,20,1.65289256198347,"GROUP_6267 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"350","group_6531","competence protein","comEA",2,20,1.65289256198347,"GROUP_6531 COMPETENCE PROTEIN COMEA",FALSE,FALSE,FALSE,0,0
"351","group_7543","chorismate binding enzyme para-aminobenzoate synthetase","pabB",2,20,1.65289256198347,"GROUP_7543 CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE PABB",FALSE,FALSE,FALSE,0,0
"352","group_8067","S1 RNA-binding domain-containing protein","yhgF",2,20,1.65289256198347,"GROUP_8067 S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN YHGF",FALSE,FALSE,FALSE,0,0
"353","group_8588","transcriptional regulator protein","",2,20,1.65289256198347,"GROUP_8588 TRANSCRIPTIONAL REGULATOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"354","group_9342","integrase","xerD",2,20,1.65289256198347,"GROUP_9342 INTEGRASE XERD",FALSE,FALSE,FALSE,0,0
"355","group_9459","argininosuccinate lyase","argH",2,20,1.65289256198347,"GROUP_9459 ARGININOSUCCINATE LYASE ARGH",FALSE,FALSE,FALSE,0,0
"356","metN2","ATP-binding transport protein","",2,20,1.65289256198347,"METN2 ATP-BINDING TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"357","pabB","chorismate binding enzyme para-aminobenzoate synthetase","",2,20,1.65289256198347,"PABB CHORISMATE BINDING ENZYME PARA-AMINOBENZOATE SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"358","pcrA","ATP-dependent DNA helicase PcrA","",2,20,1.65289256198347,"PCRA ATP-DEPENDENT DNA HELICASE PCRA ",FALSE,FALSE,FALSE,0,0
"359","pspA","surface protein A","",2,20,1.65289256198347,"PSPA SURFACE PROTEIN A ",FALSE,FALSE,FALSE,0,0
"360","yjjK","ABC transporter ATP-binding protein","",2,20,1.65289256198347,"YJJK ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"361","amiD","peptide ABC transporter permease","",1,10,1.65289256198347,"AMID PEPTIDE ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"362","ciaH","histidine kinase","",1,10,1.65289256198347,"CIAH HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"363","coaE","dephospho-CoA kinase","",1,10,1.65289256198347,"COAE DEPHOSPHO-COA KINASE ",FALSE,FALSE,FALSE,0,0
"364","dexB","glucan 16-alpha-glucosidase","",1,10,1.65289256198347,"DEXB GLUCAN 16-ALPHA-GLUCOSIDASE ",FALSE,FALSE,FALSE,0,0
"365","group_11088","glycosyltransferase","gspA_2",1,10,1.65289256198347,"GROUP_11088 GLYCOSYLTRANSFERASE GSPA_2",FALSE,FALSE,FALSE,0,0
"366","group_11301","FtsK/SpoIIIE family protein","ftsK_1",1,10,1.65289256198347,"GROUP_11301 FTSK/SPOIIIE FAMILY PROTEIN FTSK_1",FALSE,FALSE,FALSE,0,0
"367","group_11580","U32 family peptidase","yhbU_2",1,10,1.65289256198347,"GROUP_11580 U32 FAMILY PEPTIDASE YHBU_2",FALSE,FALSE,FALSE,0,0
"368","group_11917","dihydroorotate dehydrogenase electron transfer subunit","pyrDII",1,10,1.65289256198347,"GROUP_11917 DIHYDROOROTATE DEHYDROGENASE ELECTRON TRANSFER SUBUNIT PYRDII",FALSE,FALSE,FALSE,0,0
"369","group_12701","fibronectin/fibrinogen binding protein","",1,10,1.65289256198347,"GROUP_12701 FIBRONECTIN/FIBRINOGEN BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"370","group_12703","fibronectin/fibrinogen binding protein","",1,10,1.65289256198347,"GROUP_12703 FIBRONECTIN/FIBRINOGEN BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"371","group_12766","type II restriction-modification system regulatory protein","",1,10,1.65289256198347,"GROUP_12766 TYPE II RESTRICTION-MODIFICATION SYSTEM REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"372","group_132","chlorohydrolase","",1,10,1.65289256198347,"GROUP_132 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"373","group_13889","undecaprenol kinase","bacA",1,10,1.65289256198347,"GROUP_13889 UNDECAPRENOL KINASE BACA",FALSE,FALSE,FALSE,0,0
"374","group_15511","histidine kinase","ciaH",1,10,1.65289256198347,"GROUP_15511 HISTIDINE KINASE CIAH",FALSE,FALSE,FALSE,0,0
"375","group_17020","cell wall biosynthesis glycosyltransferase","hyaD_2",1,10,1.65289256198347,"GROUP_17020 CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE HYAD_2",FALSE,FALSE,FALSE,0,0
"376","group_1859","transcriptional regulator","pezA",1,10,1.65289256198347,"GROUP_1859 TRANSCRIPTIONAL REGULATOR PEZA",FALSE,FALSE,FALSE,0,0
"377","group_18686","LicD superfamily protein","wefL",1,10,1.65289256198347,"GROUP_18686 LICD SUPERFAMILY PROTEIN WEFL",FALSE,FALSE,FALSE,0,0
"378","group_2982","radical SAM superfamily protein (pseudogene)","",1,10,1.65289256198347,"GROUP_2982 RADICAL SAM SUPERFAMILY PROTEIN (PSEUDOGENE) ",FALSE,FALSE,FALSE,0,0
"379","group_3256","lantibiotic synthetase","irtB",1,10,1.65289256198347,"GROUP_3256 LANTIBIOTIC SYNTHETASE IRTB",FALSE,FALSE,FALSE,0,0
"380","group_3339","spermidine/putrescine import ATP-binding protein PotA","malK_2",1,10,1.65289256198347,"GROUP_3339 SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA MALK_2",FALSE,FALSE,FALSE,0,0
"381","group_5178","lanthionine synthetase C-like protein","",1,10,1.65289256198347,"GROUP_5178 LANTHIONINE SYNTHETASE C-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"382","group_5743","dephospho-CoA kinase","coaE",1,10,1.65289256198347,"GROUP_5743 DEPHOSPHO-COA KINASE COAE",FALSE,FALSE,FALSE,0,0
"383","group_6123","14-alpha-glucan branching enzyme","glgB",1,10,1.65289256198347,"GROUP_6123 14-ALPHA-GLUCAN BRANCHING ENZYME GLGB",FALSE,FALSE,FALSE,0,0
"384","group_6802","sucrose phosphorylase","gtfA",1,10,1.65289256198347,"GROUP_6802 SUCROSE PHOSPHORYLASE GTFA",FALSE,FALSE,FALSE,0,0
"385","group_7311","putative metal-dependent membrane protease","",1,10,1.65289256198347,"GROUP_7311 PUTATIVE METAL-DEPENDENT MEMBRANE PROTEASE ",FALSE,FALSE,FALSE,0,0
"386","group_7947","ATP-dependent helicase DinG","dinG",1,10,1.65289256198347,"GROUP_7947 ATP-DEPENDENT HELICASE DING DING",FALSE,FALSE,FALSE,0,0
"387","group_7962","transcriptional regulator","",1,10,1.65289256198347,"GROUP_7962 TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"388","group_8296","glucan 16-alpha-glucosidase","dexB",1,10,1.65289256198347,"GROUP_8296 GLUCAN 16-ALPHA-GLUCOSIDASE DEXB",FALSE,FALSE,FALSE,0,0
"389","gtfA","sucrose phosphorylase","",1,10,1.65289256198347,"GTFA SUCROSE PHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"390","nanA_1","sialidase A (neuraminidase A)","",1,10,1.65289256198347,"NANA_1 SIALIDASE A (NEURAMINIDASE A) ",FALSE,FALSE,FALSE,0,0
"391","pfbA","cell wall surface anchor family protein","",1,10,1.65289256198347,"PFBA CELL WALL SURFACE ANCHOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"392","polC_3","Exonuclease","",1,10,1.65289256198347,"POLC_3 EXONUCLEASE ",FALSE,FALSE,FALSE,0,0
"393","pyrDII","dihydroorotate dehydrogenase electron transfer subunit","",1,10,1.65289256198347,"PYRDII DIHYDROOROTATE DEHYDROGENASE ELECTRON TRANSFER SUBUNIT ",FALSE,FALSE,FALSE,0,0
"394","relE","plasmid stabilisation system protein","",1,10,1.65289256198347,"RELE PLASMID STABILISATION SYSTEM PROTEIN ",FALSE,FALSE,FALSE,0,0
"395","ygaZ","branched-chain amino acid transport protein","",1,10,1.65289256198347,"YGAZ BRANCHED-CHAIN AMINO ACID TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"396","ygfU","xanthine permease","",1,10,1.65289256198347,"YGFU XANTHINE PERMEASE ",FALSE,FALSE,FALSE,0,0
"397","yhbU_2","U32 family peptidase","",1,10,1.65289256198347,"YHBU_2 U32 FAMILY PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"398","group_2633","PTS system IIB component (galactitol/fructose specific)","",4,39,1.61157024793388,"GROUP_2633 PTS SYSTEM IIB COMPONENT (GALACTITOL/FRUCTOSE SPECIFIC) ",FALSE,FALSE,FALSE,0,0
"399","group_8707","signal transduction histidine kinase","yycG",4,39,1.61157024793388,"GROUP_8707 SIGNAL TRANSDUCTION HISTIDINE KINASE YYCG",FALSE,FALSE,FALSE,0,0
"400","dinP","DNA polymerase IV","",3,29,1.59779614325069,"DINP DNA POLYMERASE IV ",FALSE,FALSE,FALSE,0,0
"401","xerD_2","integrase","",3,29,1.59779614325069,"XERD_2 INTEGRASE ",FALSE,FALSE,FALSE,0,0
"402","group_11602","NIF3 (NGG1p interacting factor 3) family protein","",2,19,1.5702479338843,"GROUP_11602 NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"403","group_11963","membrane protein","",2,19,1.5702479338843,"GROUP_11963 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"404","group_14020","glycerol facilitator-aquaporin","gla",2,19,1.5702479338843,"GROUP_14020 GLYCEROL FACILITATOR-AQUAPORIN GLA",FALSE,FALSE,FALSE,0,0
"405","group_14995","flavodoxin","",2,19,1.5702479338843,"GROUP_14995 FLAVODOXIN ",FALSE,FALSE,FALSE,0,0
"406","group_1980","U32 family peptidase","yhbU_1",2,19,1.5702479338843,"GROUP_1980 U32 FAMILY PEPTIDASE YHBU_1",FALSE,FALSE,FALSE,0,0
"407","group_392","cell envelope integrity inner membrane protein TolA","",2,19,1.5702479338843,"GROUP_392 CELL ENVELOPE INTEGRITY INNER MEMBRANE PROTEIN TOLA ",FALSE,FALSE,FALSE,0,0
"408","group_4123","7-cyano-7-deazaguanine reductase","queF",2,19,1.5702479338843,"GROUP_4123 7-CYANO-7-DEAZAGUANINE REDUCTASE QUEF",FALSE,FALSE,FALSE,0,0
"409","group_476","mobile genetic element","",2,19,1.5702479338843,"GROUP_476 MOBILE GENETIC ELEMENT ",FALSE,FALSE,FALSE,0,0
"410","group_5519","ribosomal small subunit pseudouridine synthase A","rsuA",2,19,1.5702479338843,"GROUP_5519 RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A RSUA",FALSE,FALSE,FALSE,0,0
"411","group_8045","SAP domain-containing protein","",2,19,1.5702479338843,"GROUP_8045 SAP DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"412","group_866","double glycine cleavage site bacteriolysin superfamily","",2,19,1.5702479338843,"GROUP_866 DOUBLE GLYCINE CLEAVAGE SITE BACTERIOLYSIN SUPERFAMILY ",FALSE,FALSE,FALSE,0,0
"413","ltrA_2","Group II intron maturase","",2,19,1.5702479338843,"LTRA_2 GROUP II INTRON MATURASE ",FALSE,FALSE,FALSE,0,0
"414","purA","adenylosuccinate synthetase","",2,19,1.5702479338843,"PURA ADENYLOSUCCINATE SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"415","group_13318","type I restriction enzyme related protein","",3,28,1.54269972451791,"GROUP_13318 TYPE I RESTRICTION ENZYME RELATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"416","group_2403","Membrane protein","",3,28,1.54269972451791,"GROUP_2403 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"417","group_4352","brp/Blh family beta-carotene 1515'-monooxygenase","",3,28,1.54269972451791,"GROUP_4352 BRP/BLH FAMILY BETA-CAROTENE 1515'-MONOOXYGENASE ",FALSE,FALSE,FALSE,0,0
"418","group_4857","Esterase","",3,28,1.54269972451791,"GROUP_4857 ESTERASE ",FALSE,FALSE,FALSE,0,0
"419","group_5639","pullulanase","pulA_1",3,28,1.54269972451791,"GROUP_5639 PULLULANASE PULA_1",FALSE,FALSE,FALSE,0,0
"420","group_5956","putative bacteriocin","",5,46,1.52066115702479,"GROUP_5956 PUTATIVE BACTERIOCIN ",FALSE,FALSE,FALSE,0,0
"421","group_7635","surface protein (fragment)","iga_1",3,27,1.48760330578512,"GROUP_7635 SURFACE PROTEIN (FRAGMENT) IGA_1",FALSE,FALSE,FALSE,0,0
"422","lacZ","beta-galactosidase","",3,27,1.48760330578512,"LACZ BETA-GALACTOSIDASE ",FALSE,FALSE,FALSE,0,0
"423","sapB","putative Mg2+ transporter-C","",3,27,1.48760330578512,"SAPB PUTATIVE MG2+ TRANSPORTER-C ",FALSE,FALSE,FALSE,0,0
"424","glgC","glucose-1-phosphate adenylyltransferase","",2,18,1.48760330578512,"GLGC GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"425","group_13319","type I restriction enzyme related protein","",2,18,1.48760330578512,"GROUP_13319 TYPE I RESTRICTION ENZYME RELATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"426","group_3092","ABC transporter ATP-binding protein","malK_2",2,18,1.48760330578512,"GROUP_3092 ABC TRANSPORTER ATP-BINDING PROTEIN MALK_2",FALSE,FALSE,FALSE,0,0
"427","group_5666","topology modulation protein","",2,18,1.48760330578512,"GROUP_5666 TOPOLOGY MODULATION PROTEIN ",FALSE,FALSE,FALSE,0,0
"428","ald_1","alanine dehydrogenase","",1,9,1.48760330578512,"ALD_1 ALANINE DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"429","banIM","DNA methylase","",1,9,1.48760330578512,"BANIM DNA METHYLASE ",FALSE,FALSE,FALSE,0,0
"430","blpN","blpN protein","",1,9,1.48760330578512,"BLPN BLPN PROTEIN ",FALSE,FALSE,FALSE,0,0
"431","celB","competence protein CelB","",1,9,1.48760330578512,"CELB COMPETENCE PROTEIN CELB ",FALSE,FALSE,FALSE,0,0
"432","celB_2","competence protein CelB","",1,9,1.48760330578512,"CELB_2 COMPETENCE PROTEIN CELB ",FALSE,FALSE,FALSE,0,0
"433","ctpA","cation transporter E1-E2 family ATPase","",1,9,1.48760330578512,"CTPA CATION TRANSPORTER E1-E2 FAMILY ATPASE ",FALSE,FALSE,FALSE,0,0
"434","graR","DNA-binding response regulator","",1,9,1.48760330578512,"GRAR DNA-BINDING RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"435","group_10399","DRTGG domain/CBS domain-containing protein","",1,9,1.48760330578512,"GROUP_10399 DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"436","group_1084","autolysin","lytA_6",1,9,1.48760330578512,"GROUP_1084 AUTOLYSIN LYTA_6",FALSE,FALSE,FALSE,0,0
"437","group_10856","gp37","",1,9,1.48760330578512,"GROUP_10856 GP37 ",FALSE,FALSE,FALSE,0,0
"438","group_118","N-ethylammeline chlorohydrolase","",1,9,1.48760330578512,"GROUP_118 N-ETHYLAMMELINE CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"439","group_12749","DNA-binding response regulator","graR",1,9,1.48760330578512,"GROUP_12749 DNA-BINDING RESPONSE REGULATOR GRAR",FALSE,FALSE,FALSE,0,0
"440","group_12997","iron ABC transporter substrate-binding protein","yhfQ",1,9,1.48760330578512,"GROUP_12997 IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN YHFQ",FALSE,FALSE,FALSE,0,0
"441","group_13311","pectinesterase","",1,9,1.48760330578512,"GROUP_13311 PECTINESTERASE ",FALSE,FALSE,FALSE,0,0
"442","group_13486","Cytoplasmic membrane protein LemA","lemA",1,9,1.48760330578512,"GROUP_13486 CYTOPLASMIC MEMBRANE PROTEIN LEMA LEMA",FALSE,FALSE,FALSE,0,0
"443","group_13751","tRNA (guanine-N(7)-)-methyltransferase","trmB",1,9,1.48760330578512,"GROUP_13751 TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE TRMB",FALSE,FALSE,FALSE,0,0
"444","group_14662","DNA-binding protein","",1,9,1.48760330578512,"GROUP_14662 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"445","group_15626","ABC transporter permease","ugpA_2",1,9,1.48760330578512,"GROUP_15626 ABC TRANSPORTER PERMEASE UGPA_2",FALSE,FALSE,FALSE,0,0
"446","group_16317","minor tail protein GP26","",1,9,1.48760330578512,"GROUP_16317 MINOR TAIL PROTEIN GP26 ",FALSE,FALSE,FALSE,0,0
"447","group_16879","tail shaft protein","",1,9,1.48760330578512,"GROUP_16879 TAIL SHAFT PROTEIN ",FALSE,FALSE,FALSE,0,0
"448","group_18466","putative membrane metallo-endo-peptidase","",1,9,1.48760330578512,"GROUP_18466 PUTATIVE MEMBRANE METALLO-ENDO-PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"449","group_202","choline binding protein A","cbpA",1,9,1.48760330578512,"GROUP_202 CHOLINE BINDING PROTEIN A CBPA",FALSE,FALSE,FALSE,0,0
"450","group_2239","gp24","",1,9,1.48760330578512,"GROUP_2239 GP24 ",FALSE,FALSE,FALSE,0,0
"451","group_2245","gp24","",1,9,1.48760330578512,"GROUP_2245 GP24 ",FALSE,FALSE,FALSE,0,0
"452","group_2786","surface protein (fragment)","sdrD",1,9,1.48760330578512,"GROUP_2786 SURFACE PROTEIN (FRAGMENT) SDRD",FALSE,FALSE,FALSE,0,0
"453","group_3087","O-acetylhomoserine sulfhydrylase","mdeA",1,9,1.48760330578512,"GROUP_3087 O-ACETYLHOMOSERINE SULFHYDRYLASE MDEA",FALSE,FALSE,FALSE,0,0
"454","group_4361","integral membrane protein","",1,9,1.48760330578512,"GROUP_4361 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"455","group_4366","integral membrane protein","",1,9,1.48760330578512,"GROUP_4366 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"456","group_4499","25-diketo-D-gluconic acid reductase A","yvgN",1,9,1.48760330578512,"GROUP_4499 25-DIKETO-D-GLUCONIC ACID REDUCTASE A YVGN",FALSE,FALSE,FALSE,0,0
"457","group_4813","exported glycosyl hydrolase","fucI",1,9,1.48760330578512,"GROUP_4813 EXPORTED GLYCOSYL HYDROLASE FUCI",FALSE,FALSE,FALSE,0,0
"458","group_5264","alpha-galactosidase","agaN",1,9,1.48760330578512,"GROUP_5264 ALPHA-GALACTOSIDASE AGAN",FALSE,FALSE,FALSE,0,0
"459","group_6481","Leader peptidase","",1,9,1.48760330578512,"GROUP_6481 LEADER PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"460","group_7431","ABC transporter ATP-binding protein","kpsT",1,9,1.48760330578512,"GROUP_7431 ABC TRANSPORTER ATP-BINDING PROTEIN KPST",FALSE,FALSE,FALSE,0,0
"461","group_7487","ArcT","",1,9,1.48760330578512,"GROUP_7487 ARCT ",FALSE,FALSE,FALSE,0,0
"462","group_8548","alanine aminotransferase","",1,9,1.48760330578512,"GROUP_8548 ALANINE AMINOTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"463","group_8862","DNA mismatch repair protein MutS","hexA",1,9,1.48760330578512,"GROUP_8862 DNA MISMATCH REPAIR PROTEIN MUTS HEXA",FALSE,FALSE,FALSE,0,0
"464","group_8998","spermidine/putrescine transport ATP-binding protein","potA_1",1,9,1.48760330578512,"GROUP_8998 SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN POTA_1",FALSE,FALSE,FALSE,0,0
"465","group_9027","Helicase","",1,9,1.48760330578512,"GROUP_9027 HELICASE ",FALSE,FALSE,FALSE,0,0
"466","group_9922","acetyltransferase","",1,9,1.48760330578512,"GROUP_9922 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"467","hsdS_3","type I restriction-modification system subunit S","",1,9,1.48760330578512,"HSDS_3 TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S ",FALSE,FALSE,FALSE,0,0
"468","lemA","Cytoplasmic membrane protein LemA","",1,9,1.48760330578512,"LEMA CYTOPLASMIC MEMBRANE PROTEIN LEMA ",FALSE,FALSE,FALSE,0,0
"469","macB_6","puttaive FtsX-family transport protein","",1,9,1.48760330578512,"MACB_6 PUTTAIVE FTSX-FAMILY TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"470","potA_1","spermidine/putrescine transport ATP-binding protein","",1,9,1.48760330578512,"POTA_1 SPERMIDINE/PUTRESCINE TRANSPORT ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"471","rafG","sugar ABC transporter permease","",1,9,1.48760330578512,"RAFG SUGAR ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"472","tabA_1","beta-galactosidase subunit beta","",1,9,1.48760330578512,"TABA_1 BETA-GALACTOSIDASE SUBUNIT BETA ",FALSE,FALSE,FALSE,0,0
"473","trmB","tRNA (guanine-N(7)-)-methyltransferase","",1,9,1.48760330578512,"TRMB TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
