"","coef","Gene","Annotation","Non.unique.Gene.name"
"288",0.0691438757872572,"GROUP_2403","MEMBRANE PROTEIN",""
"289",0.0690748200478831,"GROUP_3893","DNA-BINDING PROTEIN","INT-TN_2"
"290",0.0690548086488577,"GROUP_1595","PHAGE PROTEIN",""
"291",0.0679006713787213,"GROUP_5260","LYSM DOMAIN PROTEIN","XLYA"
"292",0.0678095364916522,"GROUP_11590","INTEGRAL MEMBRANE PROTEIN",""
"293",0.0674971708881715,"KTRB","TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT",""
"294",0.0674271082564041,"GROUP_8439","PUTATIVE TRANSCRIPTIONAL REGULATOR MTLR",""
"295",0.0672771500607247,"GROUP_1213","CHOLINE BINDING PROTEIN J","CBPJ_1"
"296",0.0672420734202292,"GROUP_13209","ADENYLOSUCCINATE SYNTHETASE","PURA"
"297",0.0670754160153662,"GROUP_14730","CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR",""
"298",0.0669703274136222,"GROUP_8789","ATP-DEPENDENT ZN PROTEASE",""
"299",0.0660542452129187,"GROUP_19536","EXCISIONASE",""
"300",0.0659228492838023,"GROUP_17790","DNA TRANSLOCASE FTSK","FTSK_1"
"301",0.065847777252518,"GROUP_4945","ZINC METALLOPEPTIDASE",""
"302",0.0656872879602816,"GROUP_17375","COPPER-SENSING TRANSCRIPTIONAL REPRESSOR CSOR",""
"303",0.0655795128244479,"YCJP_1","ABC TRANSPORTER PERMEASE",""
"304",0.0654979199001839,"GROUP_16625","DNA-BINDING PROTEIN",""
"305",0.0653618345735451,"GROUP_14104","PHAGE PROTEIN",""
"306",0.0641484017038408,"GROUP_8533","GP27",""
"307",0.063957996013578,"GROUP_19589","REPRESSOR PROTEIN",""
"308",0.0639389059154565,"GROUP_19588","REPRESSOR",""
"309",0.0638385868104855,"GROUP_11760","TRANSCRIPTIONAL REGULATOR ALPA FAMILY",""
"310",0.0636941044241852,"THIW","THIW SUPERFAMILY PROTEIN",""
"311",0.0636020371987538,"GROUP_12171","THIW SUPERFAMILY PROTEIN","THIW"
"312",0.0631946967333419,"GROUP_4762","PROTEIN-(GLUTAMINE-N5) METHYLTRANSFERASE RELEASE FACTOR-SPECIFIC","HEMK"
"313",0.0631915310240565,"GROUP_5264","ALPHA-GALACTOSIDASE","AGAN"
"314",0.0631294766567881,"MALK_2","BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT",""
"315",0.0630999422523728,"GROUP_8224","ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE","MSBA_2"
"316",0.0629141212157716,"GROUP_6405","GLYCOSYLTRANSFERASE","KFOC_1"
"317",0.0628282597044814,"GLYA","SERINE HYDROXYMETHYLTRANSFERASE",""
"318",0.0627826333033704,"GROUP_7413","GLYCOSYL HYDROLASE FAMILY 20 (GH20) PROTEIN","BGLK_1"
"319",0.0627519698967234,"GROUP_9615","MEMBRANE PROTEIN",""
"320",0.0622465076676079,"GROUP_9750","GFO/IDH/MOCA FAMILY OXIDOREDUCTASE","AFR"
"321",0.0621151722525064,"GROUP_1084","AUTOLYSIN","LYTA_6"
"322",0.0621042678845592,"GROUP_4851","ESTERASE",""
"323",0.0620578214098337,"PFBA","CELL WALL SURFACE ANCHOR FAMILY PROTEIN",""
"324",0.0620350929179603,"GROUP_4975","PLASMID PRIA4B ORF-3-LIKE PROTEIN",""
"325",0.0619663865526822,"GROUP_13744","ABC TRANSPORTER PERMEASE","YCJP_4"
"326",0.0617530977951167,"GROUP_9291","PHAGE PROTEIN",""
"327",0.0616875034952933,"GROUP_11955","PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3)","PHTE"
"328",0.0614964004823481,"GROUP_2725","PHAGE HOLIN LL-H FAMILY",""
"329",0.0611806266516797,"GROUP_4767","ESTERASE",""
"330",0.0609971791620485,"GROUP_15458","BACTERIOCIN",""
"331",0.0607924053125849,"GROUP_15582","DNA-BINDING PROTEIN","REX"
"332",0.0607422413926697,"GROUP_8261","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"333",0.0604778383883591,"GROUP_4949","ZINC METALLOPEPTIDASE",""
"334",0.0603761520003135,"REX","DNA-BINDING PROTEIN",""
"335",0.0603390552415514,"GROUP_9113","BETA-GALACTOSIDASE SUBUNIT BETA","TABA_1"
"336",0.0602251329777663,"GROUP_10438","PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN",""
"337",0.06021138450539,"GROUP_11640","PNEUMOCOCCAL VACCINE ANTIGEN A",""
"338",0.0601989075859581,"GROUP_11641","PNEUMOCOCCAL VACCINE ANTIGEN A",""
"339",0.0601705354732949,"TKTC","TRANSKETOLASE C-TERMINAL SECTION",""
"340",0.0599201430424936,"GROUP_12617","PHAGE SCAFFOLD PROTEIN",""
"341",0.0598989552317517,"GROUP_5240","PHAGE ANTIREPRESSOR PROTEIN",""
"342",0.0593538873857921,"GROUP_12590","LACTOSE-SPECIFIC PHOSPHOTRANSFERASE EIIA","LACF_2"
"343",0.0593158888027116,"GROUP_7561","GNAT FAMILY ACETYLTRANSFERASE",""
"344",0.0590774679543446,"YETF","PUTATIVE MEMBRANE PROTEIN YETF",""
"345",0.0589273619664749,"GROUP_15673","PHAGE PROTEIN",""
"346",0.058649235892402,"GROUP_5008","GLYCOGEN SYNTHASE","GLGA"
"347",0.0586324979240144,"GROUP_2262","GP24",""
"348",0.0586156764819082,"GROUP_8293","6-PHOSPHO-BETA-GALACTOSIDASE","LACG_1"
"349",0.0585743873547076,"GROUP_13993","CATABOLITE CONTROL PROTEIN","CCPA_1"
"350",0.0581729335537567,"GROUP_1527","TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY",""
"351",0.057640846901556,"GROUP_10743","DPND PROTEIN","DPND"
"352",0.0573556828650146,"BTR","ARAC FAMILY TRANSCRIPTIONAL REGULATOR",""
"353",0.0566813206530148,"GROUP_4499","25-DIKETO-D-GLUCONIC ACID REDUCTASE A","YVGN"
"354",0.0565029703871532,"GROUP_9342","INTEGRASE","XERD"
"355",0.0564641729941086,"GROUP_504","PBLB","PBLB"
"356",0.0562789232006863,"GROUP_9586","GLYCOSYL HYDROLASES FAMILY 32","SCRB"
"357",0.0554940072021524,"GROUP_1537","TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY",""
"358",0.0550046074123781,"GROUP_6481","LEADER PEPTIDASE",""
"359",0.0548677884427141,"BLPO","BACTERIOCIN BLPO",""
"360",0.0544546467610501,"GROUP_9968","XRE FAMILY TRANSCRIPTIONAL REGULATOR",""
"361",0.0537654096845625,"GROUP_5599","PHAGE PROTEIN",""
"362",0.0536711626227743,"GROUP_5256","BACTERIOCIN PUTATIVE","XLYA"
"363",0.053521865384123,"GROUP_1568","TN5253 BACTERIOCINE PUTATIVE",""
"364",0.053447394515123,"GROUP_1866","SIGNAL RECOGNITION PARTICLE GTPASE","PEZT"
"365",0.0533796783287295,"PEZT","SIGNAL RECOGNITION PARTICLE GTPASE",""
"366",0.053201198462773,"GROUP_12535","PEPTIDE ABC TRANSPORTER PERMEASE","AMID"
"367",0.0531094086211619,"GROUP_15226","DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE","DUT"
"368",0.0529380534935577,"GROUP_14032","BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE","MSRA"
"369",0.0528135782892091,"GROUP_16274","FAMILY 2 GLYCOSYL TRANSFERASE",""
"370",0.0526214472775411,"DUT","DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE",""
"371",0.0525225020630849,"YJJK","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"372",0.0525200240484695,"GROUP_4497","25-DIKETO-D-GLUCONIC ACID REDUCTASE A","YVGN"
"373",0.0524698957804771,"GROUP_3163","RADICAL SAM ENZYME CFR FAMILY","RLMN"
"374",0.0522623210242194,"GROUP_17478","PHAGE DNA-BINDING PROTEIN",""
"375",0.0518489555261029,"GROUP_8786","ATP-DEPENDENT ZN PROTEASE",""
"376",0.0517279444693623,"GROUP_5660","GLUTHATIONE PEROXIDASE","GPO"
"377",0.0508034815820214,"GROUP_8044","PHOSPHORYLASE PNP/UDP FAMILY PROTEIN","DEOD_1"
"378",0.0507755169504509,"NPLT_2","NEOPULLULANASE",""
"379",0.0506606756839054,"GROUP_7373","GAMMA-GLUTAMYLCYSTEINE SYNTHETASE PUTATIVE",""
"380",0.0498153232922943,"GROUP_6123","14-ALPHA-GLUCAN BRANCHING ENZYME","GLGB"
"381",0.0497475498399378,"GROUP_8021","HEMERYTHRIN HHE CATION BINDING DOMAIN SUBFAMILY",""
"382",0.0497293555718518,"GROUP_6866","THYMIDINE PHOSPHORYLASE","DEOA"
"383",0.0496780448356314,"POLC_3","EXONUCLEASE",""
"384",0.0495494019612843,"UBIE_2","METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY",""
"385",0.0495456697578585,"BCGIB","TYPE II RESTRICTION ENDONUCLEASE",""
"386",0.0495408632123259,"MAA","MALTOSE O-ACETYLTRANSFERASE",""
"387",0.0494943250850127,"CBPI","CHOLINE BINDING PROTEIN CBPI",""
"388",0.0494711772183681,"GROUP_11452","RIBOSE-5-PHOSPHATE ISOMERASE A","RPIA"
"389",0.049465606711775,"COME","RESPONSE REGULATOR",""
"390",0.0494644733663353,"GROUP_14972","CHOLINE BINDING PROTEIN I","LYTA_2"
"391",0.0494520868704876,"GROUP_11209","MEMBRANE PROTEIN",""
"392",0.0492772940607971,"GROUP_13499","PURINE NUCLEOSIDE PHOSPHORYLASE","DEOD_2"
"393",0.0492203174540029,"GROUP_4733","GLYOXALASE-LIKE PROTEIN",""
"394",0.0492041978609035,"GROUP_13618","ACETYLTRANSFERASE GNAT FAMILY","YDAF_2"
"395",0.0490807771727327,"GROUP_13954","MEMBRANE PROTEIN",""
"396",0.0490791975747953,"GROUP_8576","MEMBRANE PROTEIN",""
"397",0.0490021976586051,"ZMPC","ZINC METALLOPROTEASE ZMPC",""
"398",0.0489058486543453,"RAFG","SUGAR ABC TRANSPORTER PERMEASE",""
"399",0.0488425865256727,"PURA","ADENYLOSUCCINATE SYNTHETASE",""
"400",0.048826840285737,"GROUP_3721","ALPHA-ACETOLACTATE DECARBOXYLASE","ALDC"
"401",0.0487982079081729,"KPST_1","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"402",0.0487444411396507,"DEOD_2","PURINE NUCLEOSIDE PHOSPHORYLASE",""
"403",0.0487271048505443,"DEOA","THYMIDINE PHOSPHORYLASE",""
"404",0.0486937042642848,"GROUP_15792","PHAGE PROTEIN",""
"405",0.0486406536373711,"GROUP_6643","SURFACE ANCHORED PROTEIN",""
"406",0.0485925733416649,"GROUP_14860","MEMBRANE PROTEIN",""
"407",0.048583076174555,"COMB","COMPETENCE FACTOR TRANSPORT PROTEIN COMB",""
"408",0.0485691654116653,"COMA","COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA",""
"409",0.0483637166917068,"GROUP_15232","MEMBRANE PROTEIN",""
"410",0.0483516981370779,"RADA","DNA REPAIR PROTEIN",""
"411",0.0483454858298318,"GROUP_3263","LANTIBIOTIC SYNTHETASE","IRTB"
"412",0.0483225233596635,"GROUP_20829","REPRESSOR-RELATED PROTEIN",""
"413",0.0483009896060926,"GROUP_15501","3-KETOACYL-ACP REDUCTASE","FABG2"
"414",0.0482538925974337,"DINF","DAMAGE INDUCIBLE DINF PROTEIN",""
"415",0.0482155074153638,"GROUP_18845","XRE FAMILY TRANSCRIPTIONAL REGULATOR",""
"416",0.0482094784514801,"GROUP_12666","DNA-BINDING RESPONSE REGULATOR","PHOB"
"417",0.0482025831317023,"GROUP_202","CHOLINE BINDING PROTEIN A","CBPA"
"418",0.0479520962292913,"GROUP_6483","LEADER PEPTIDASE",""
"419",0.0474740043322622,"GROUP_12708","S-RIBOSYLHOMOCYSTEINASE","LUXS"
"420",0.0474615470297134,"GROUP_12073","FIC PROTEIN FAMILY",""
"421",0.0472841215656776,"GROUP_10645","RESPONSE REGULATOR","VRAR_1"
"422",0.0472271147123247,"GROUP_13675","MEMBRANE SPANNING PROTEIN","YJJP"
"423",0.0472255202111227,"PSTB2","ABC TRANSPORTER ATP-BINDING PROTEIN-PHOSPHATE TRANSPORT (PHOSPHATE-TRANSPORTING ATPASE 2)",""
"424",0.0472241414743713,"GROUP_16116","ABC TRANSPORTER ATP-BINDING PROTEIN-PHOSPHATE TRANSPORT (PHOSPHATE-TRANSPORTING ATPASE 2)","PSTB2"
"425",0.0472106318234676,"GROUP_14826","PHAGE PROTEIN",""
"426",0.0471911987176541,"FABG2","CHLOROHYDROLASE/DEAMINASE FAMILY PROTEIN",""
"427",0.047113082923911,"GROUP_5587","PHAGE PROTEIN",""
"428",0.0465647161644072,"GROUP_12853","N-ACETYLNEURAMINATE EPIMERASE PRECURSOR","NANM"
"429",0.0464893064159105,"GROUP_8577","MEMBRANE PROTEIN",""
"430",0.0463733202206494,"GROUP_10457","AMIDASES RELATED TO NICOTINAMIDASE","YECD_2"
"431",0.0463681711724958,"GROUP_6759","MAJOR TAIL PROTEIN",""
"432",0.0461933256006049,"PHPA","STREPTOCOCCAL HISTIDINE TRIAD PROTEIN PHPA",""
"433",0.0461573977167725,"UNG","URACIL-DNA GLYCOSYLASE",""
"434",0.0461263717932498,"GROUP_8342","CYSTEINE SYNTHASE","CYSK"
"435",0.0459816810861014,"GROUP_6101","PROTOHEME FERRO-LYASE","HEMH"
"436",0.0459558356571032,"GROUP_11315","MEMBRANE PROTEIN",""
"437",0.0459399205980448,"GROUP_11314","MEMBRANE PROTEIN",""
"438",0.0458793916458361,"GLPQ2","GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE",""
"439",0.0457269106537802,"GROUP_11602","NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN",""
"440",0.0453494850952616,"IRTA","ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE",""
"441",0.0452675526579485,"ARGH","ARGININOSUCCINATE LYASE",""
"442",0.0452180482270424,"PSTC_1","PHOSPHATE TRANSPORT PROTEIN PSTC",""
"443",0.0451002533813576,"TABA_1","BETA-GALACTOSIDASE SUBUNIT BETA",""
"444",0.0449223365422205,"GROUP_10401","DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN",""
"445",0.0447729316524738,"GROUP_5205","METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY PROTEIN","UBIE_2"
"446",0.0447516740924103,"GROUP_3338","BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT",""
"447",0.0446388042871085,"PHOB","DNA-BINDING RESPONSE REGULATOR",""
"448",0.0445628325230493,"GROUP_13751","TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE","TRMB"
"449",0.044490286631926,"GROUP_6161","METHIONYL-TRNA SYNTHETASE","TNPR"
"450",0.0441762017842342,"GROUP_6858","PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E","PHTE-TRUNCATION"
"451",0.0440874159335653,"GROUP_12503","LACTOYLGLUTATHIONE LYASE","LGUL"
"452",0.0439393472348831,"GROUP_4627","MEMBRANE PROTEIN",""
"453",0.0439380979662221,"PULA_1","PULLULANASE",""
"454",0.0438749264161675,"GATC_1","PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC",""
"455",0.0437365392617768,"SCRA","PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT",""
"456",0.0437107884768367,"GROUP_3726","PREDICTED MEMBRANE PROTEIN","ALDC"
"457",0.0436749485224909,"GROUP_4642","AMINO ACID ABC TRANSPORTER PERMEASE","ARTQ_2"
"458",0.0436509083082214,"GROUP_10218","PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT","SCRA"
"459",0.0433924850204037,"CCPA_1","CATABOLITE CONTROL PROTEIN",""
"460",0.0432994739637694,"GROUP_11136","PHOSPHATE TRANSPORT PROTEIN PSTC","PSTC_1"
"461",0.0429806634418623,"RELE","PLASMID STABILISATION SYSTEM PROTEIN",""
"462",0.0424660646446601,"GROUP_4123","7-CYANO-7-DEAZAGUANINE REDUCTASE","QUEF"
"463",0.042279276464742,"LTRA","REVERSE TRANSCRIPTASE/MATURASE GROUP FT II INTRONS",""
"464",0.042155946601893,"GROUP_6634","POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE","PNPA"
"465",0.0420945836386528,"GROUP_13397","PADR FAMILY TRANSCRIPTIONAL REGULATOR",""
"466",0.0420334212369085,"GROUP_13398","PADR FAMILY TRANSCRIPTIONAL REGULATOR",""
"467",0.0417129603712719,"GROUP_4894","ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY",""
"468",0.0412765142103905,"GROUP_5159","PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC","GATC_1"
"469",0.0412650533287089,"CBPA","CHOLINE BINDING PROTEIN A",""
"470",0.0412007466925987,"GROUP_6257","LIPOPROTEIN PUTATIVE","ALIB2"
"471",0.0411101910243491,"GROUP_3617","PUTATIVE DNA METHYLASE","HPAIIM"
"472",0.0410806094072295,"GROUP_9027","HELICASE",""
"473",0.0409044480452361,"GROUP_12997","IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN","YHFQ"
"474",0.0408540279264735,"GROUP_2509","IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE","YDCU"
"475",0.0406543272521936,"GROUP_9954","ACETYLTRANSFERASE",""
"476",0.0405944307105488,"GROUP_2257","GP24",""
"477",0.0405272891103923,"GROUP_1609","GP27",""
"478",0.0403213571474966,"GROUP_15383","PHAGE PROTEIN",""
"479",0.0402785602827208,"GROUP_5772","GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS","KFOC_2"
"480",0.0402416655029486,"DINP","DNA POLYMERASE IV",""
"481",0.0401795875777208,"GROUP_1836","MARR FAMILY TRANSCRIPTIONAL REGULATOR","OHRR"
"482",0.0401161013994162,"YECD_2","AMIDASES RELATED TO NICOTINAMIDASE",""
"483",0.0394554861173433,"LACA","GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA",""
"484",0.0393821098725887,"GROUP_3421","CONSERVED PROTEIN/DOMAIN TYPICALLY ASSOCIATED WITH FLAVOPROTEIN OXYGENASE DIM6/NTAB FAMILY","YDAF_2"
"485",0.0390738285035577,"GROUP_5844","REGULATORY PROTEIN",""
"486",0.0389973599768683,"GROUP_12837","FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC","POTA_2"
"487",0.0389562669265698,"GROUP_199","CHOLINE BINDING PROTEIN A","CBPA"
"488",0.0388357733810559,"GROUP_4813","EXPORTED GLYCOSYL HYDROLASE","FUCI"
"489",0.0387408537788439,"GROUP_3256","LANTIBIOTIC SYNTHETASE","IRTB"
"490",0.038689499808131,"GROUP_149","CHLOROHYDROLASE",""
"491",0.0386004507051721,"DEOD_1","PHOSPHORYLASE PNP/UDP FAMILY PROTEIN",""
"492",0.038393510388521,"GROUP_6107","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"493",0.0383255750323118,"GROUP_5175","LANTHIONINE SYNTHETASE C-LIKE PROTEIN",""
"494",0.0382167093569208,"IS1381-TRUNCATION_2","MOBILE GENETIC ELEMENT",""
"495",0.0380339656559215,"GROUP_14719","GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA","LACA"
"496",0.0379408349757433,"GROUP_8991","V8-LIKE GLU-SPECIFIC ENDOPEPTIDASE",""
"497",0.0379283342550371,"GROUP_483","UNCHARACTERIZED CONSERVED PROTEIN",""
"498",0.0378847084445844,"GROUP_7631","SURFACE PROTEIN (FRAGMENT)","IGA_1"
"499",0.0378048517327507,"GROUP_815","REPAIR PROTEIN",""
"500",0.0377375175018021,"AMIF","OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF",""
"501",0.0375593993065122,"GROUP_8225","ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE","MSBA_1"
"502",0.0373837108494323,"GROUP_2626","TRANSCRIPTIONAL REGULATOR","MUTR"
"503",0.0373073484084614,"GROUP_2379","MEMBRANE PROTEIN",""
"504",0.0371959918357564,"LGUL","LACTOYLGLUTATHIONE LYASE",""
"505",0.0371900645710551,"TRMB","TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE",""
"506",0.0370452875470211,"GROUP_1205","CHOLINE BINDING PROTEIN J","CBPJ_1"
"507",0.0369709008340443,"GROUP_6258","LIPOPROTEIN PUTATIVE","ALIB2"
"508",0.0369396242829626,"GROUP_9433","TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT","KTRB"
"509",0.0369052900296909,"NANM","N-ACETYLNEURAMINATE EPIMERASE PRECURSOR",""
"510",0.0369015083319216,"GLGC","GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE",""
"511",0.0369003942905126,"GROUP_6173","ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT","CLPE"
"512",0.036732719865929,"YCCU","COA-BINDING PROTEIN",""
"513",0.0360549911513337,"GROUP_13439","MAJOR FACILITATOR SUPERFAMILY TRANSPORTER-EFFLUX",""
"514",0.0358381783464318,"GROUP_5173","LANTHIONINE SYNTHETASE C-LIKE PROTEIN",""
"515",0.0354905382209944,"GROUP_7557","GNAT FAMILY ACETYLTRANSFERASE",""
"516",0.0351943587008288,"GROUP_5870","DAMAGE INDUCIBLE DINF PROTEIN","DINF"
"517",0.035173264355362,"GROUP_8100","LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC)","LACF_1"
"518",0.0351459807522495,"GROUP_11811","ABC TRANSPORTER ATP-BINDING PROTEIN","METN"
"519",0.0351141756949917,"GROUP_8407","TYROSINE RECOMBINASE","XERD"
"520",0.0350664921692571,"GROUP_6014","CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN","SMC"
"521",0.0350221501441883,"GROUP_1217","CHOLINE BINDING PROTEIN G","LYTA_5"
"522",0.0350160768402378,"GROUP_3353","MEMBRANE PROTEIN",""
"523",0.0346643412658559,"NPLT_1","NEOPULLULANASE",""
"524",0.0346391353622888,"IPHP","PROTEIN TYROSINE PHOSPHATASE",""
"525",0.0344777801625673,"DRRA","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"526",0.0343538293324847,"GROUP_2564","CHOLINE BINDING PROTEIN E CBPE","LYTB_3"
"527",0.0343493369240726,"LYTB_4","CHOLINE BINDING PROTEIN J",""
"528",0.034223993244696,"CAT","CHLORAMPHENICOL ACETYLTRANSFERASE",""
"529",0.0342224885901356,"GROUP_15903","PHAGE PROTEIN",""
"530",0.0341314127839084,"METG2","METHIONYL-TRNA SYNTHETASE",""
"531",0.034100295719601,"GROUP_8818","PROPHAGE PROTEIN",""
"532",0.034079913855964,"SCRB","GLYCOSYL HYDROLASES FAMILY 32",""
"533",0.0340079554359246,"GROUP_3054","PHAGE PROTEIN",""
"534",0.0339561485286967,"CBPJ_2","CHOLINE BINDING PROTEIN J",""
"535",0.0338816065839774,"YHAP","NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",""
"536",0.0337938240838992,"GROUP_11410","CHOLINE BINDING PROTEIN J","CBPJ_2"
"537",0.0337460358330719,"GROUP_4597","MEMBRANE PROTEIN",""
"538",0.033493611586066,"GROUP_7280","ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE","YDHF"
"539",0.0334576843143354,"GROUP_7346","ARYLSULFATASE",""
"540",0.0334539337315516,"GROUP_5302","ABC TRANSPORTER ATP-BINDING PROTEIN","TCYC"
"541",0.0334520115669847,"GROUP_1756","TN5252 RELAXASE",""
"542",0.0333277551499404,"GROUP_9827","COA-BINDING PROTEIN","YCCU"
"543",0.0332577766769458,"GROUP_11651","CYTIDINE DEAMINASE","CDD"
"544",0.0331364640683021,"GROUP_3490","GROUP 1 FAMILY GLYCOSYL TRANSFERASE","MSHA"
"545",0.0330721317597561,"GROUP_4074","6-PHOSPHO-BETA-GLUCOSIDASE ASCB","BGLA"
"546",0.0329106184577018,"GROUP_7237","PHAGE PROTEIN",""
"547",0.032636274182026,"CDD","CYTIDINE DEAMINASE",""
"548",0.0324819875740947,"GROUP_14420","MEMBRANE ASSOCIATED PROTEIN",""
"549",0.0324079402765334,"GROUP_392","CELL ENVELOPE INTEGRITY INNER MEMBRANE PROTEIN TOLA",""
"550",0.0323349487723512,"GROUP_14677","MEMBRANE ASSOCIATED PROTEIN",""
"551",0.0320314500392613,"GROUP_14757","CONSERVED STRUCTURAL PROTEIN PUTATIVE",""
"552",0.0319751426501169,"GROUP_7443","IMMUNITY PROTEIN BLPL",""
"553",0.0319236607744862,"GROUP_6907","HELICASE COMFA","COMFA"
"554",0.0317237737063256,"CTPA","CATION TRANSPORTER E1-E2 FAMILY ATPASE",""
"555",0.0315776442933988,"UDG","UDP-GLUCOSE 6-DEHYDROGENASE",""
"556",0.0313992076601358,"GROUP_12642","COF FAMILY PROTEIN","YIDA_2"
"557",0.0305506087650554,"GROUP_13012","DNA POLYMERASE III DELTA' SUBUNIT","HOLB"
"558",0.0305220507785043,"GROUP_11423","O-SIALOGLYCOPROTEIN ENDOPEPTIDASE","GCP"
"559",0.0303502960841127,"GROUP_20072","DNA-BINDING PROTEIN",""
"560",0.0303396684433187,"ACPP_2","ACYL CARRIER PROTEIN",""
"561",0.0302143100294687,"GROUP_18475","PHAGE DNA-BINDING PROTEIN",""
"562",0.0299796640899579,"GROUP_7487","ARCT",""
"563",0.0297737810176461,"GROUP_3339","SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA","MALK_2"
"564",0.0297407894756825,"LMRA","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"565",0.0296018485159595,"GROUP_2786","SURFACE PROTEIN (FRAGMENT)","SDRD"
"566",0.0294908021862772,"GROUP_9459","ARGININOSUCCINATE LYASE","ARGH"
"567",0.0294152417805209,"GROUP_7426","RESPONSE REGULATOR","ADAA"
"568",0.0290910521334764,"PSPA","SURFACE PROTEIN A",""
"569",0.029045907901198,"FTSH_2","COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR",""
"570",0.0285994643442187,"GROUP_11093","MALTODEXTRIN ABC TRANSPORTER PERMEASE","MALG"
"571",0.0284349372669043,"GROUP_7597","PHAGE PROTEIN",""
"572",0.0283139275566267,"GROUP_12707","S-RIBOSYLHOMOCYSTEINASE","LUXS"
"573",0.0281918159766874,"XERD_2","INTEGRASE",""
"574",0.0280990697835142,"GROUP_6268","ACETYLTRANSFERASE",""
"575",0.0280134502828215,"GROUP_593","PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN A PRECURSOR","PHTA"
"576",0.0279299961953613,"GCP","O-SIALOGLYCOPROTEIN ENDOPEPTIDASE",""
"577",0.0276777227097272,"GROUP_2748","PHAGE HOLIN LL-H FAMILY",""
"578",0.0276498524426328,"HLYB","MULTIDRUG RESISTANCE PROTEIN 1 (ATP-BINDING CASSETTESUB-FAMILY B MEMBER 1) (P-GLYCOPROTEIN 1)(ANTIGEN)",""
"579",0.0276231785141196,"GROUP_16374","GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE","GAPA"
"580",0.0273349783902028,"LEMA","CYTOPLASMIC MEMBRANE PROTEIN LEMA",""
